country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,2018,uniqueid_2536,No,Urban,No,4,16,Male,Child,Single/Never Married,Secondary education,Other Income
Kenya,2018,uniqueid_2537,Yes,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2538,No,Urban,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2539,Yes,Rural,Yes,6,40,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2540,Yes,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2541,No,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2542,No,Rural,No,7,38,Female,Head of Household,Widowed,No formal education,Self employed
Kenya,2018,uniqueid_2543,No,Urban,Yes,1,40,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Kenya,2018,uniqueid_2544,No,Urban,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2545,No,Rural,Yes,9,40,Female,Spouse,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_2546,Yes,Urban,Yes,3,32,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_2547,No,Urban,Yes,8,40,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2548,No,Rural,Yes,7,25,Female,Spouse,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_2549,Yes,Rural,Yes,5,45,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2550,Yes,Urban,Yes,2,65,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2551,No,Rural,Yes,3,53,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2552,No,Urban,Yes,3,46,Female,Child,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2553,No,Rural,Yes,3,64,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2554,Yes,Rural,Yes,7,49,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2555,Yes,Rural,Yes,1,46,Female,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2556,No,Urban,Yes,2,38,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2557,Yes,Urban,Yes,3,34,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_2558,No,Rural,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2559,No,Rural,Yes,3,25,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2560,No,Rural,Yes,5,40,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2561,No,Rural,No,3,17,Male,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2562,No,Rural,Yes,7,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2563,Yes,Urban,Yes,5,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2564,No,Rural,No,1,61,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2565,No,Rural,Yes,3,23,Female,Other relative,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2566,No,Rural,Yes,4,48,Female,Child,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2567,No,Urban,No,2,64,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2568,Yes,Rural,Yes,3,26,Female,Child,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2569,No,Rural,Yes,2,75,Male,Head of Household,Married/Living together,Primary education,Government Dependent
Kenya,2018,uniqueid_2570,No,Rural,Yes,3,21,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2571,No,Urban,No,4,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2572,No,Urban,Yes,5,47,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2573,No,Urban,Yes,1,32,Female,Head of Household,Single/Never Married,No formal education,Self employed
Kenya,2018,uniqueid_2574,Yes,Rural,Yes,8,70,Female,Head of Household,Widowed,No formal education,Government Dependent
Kenya,2018,uniqueid_2575,No,Urban,Yes,3,32,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_2576,Yes,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2577,No,Rural,Yes,1,73,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2578,No,Rural,Yes,9,19,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2579,No,Rural,Yes,3,25,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2580,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2581,No,Rural,Yes,7,30,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2582,No,Urban,No,1,75,Female,Head of Household,Widowed,No formal education,Government Dependent
Kenya,2018,uniqueid_2583,No,Urban,Yes,2,44,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2584,No,Rural,Yes,3,21,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2585,No,Rural,No,4,24,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2586,Yes,Rural,Yes,6,42,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2587,Yes,Urban,Yes,3,24,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,2018,uniqueid_2588,No,Rural,Yes,2,24,Male,Other non-relatives,Single/Never Married,Primary education,Formally employed Private
Kenya,2018,uniqueid_2589,No,Urban,Yes,4,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2590,No,Rural,Yes,6,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2591,No,Rural,Yes,5,26,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2592,Yes,Rural,Yes,3,75,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2593,No,Rural,No,8,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2594,No,Rural,Yes,12,23,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2595,No,Rural,No,3,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2596,No,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2597,Yes,Urban,Yes,4,33,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2598,No,Urban,Yes,3,55,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2599,No,Rural,No,2,34,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2600,No,Urban,No,11,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2601,Yes,Rural,Yes,9,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2602,No,Rural,Yes,6,30,Male,Child,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2603,No,Urban,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2604,Yes,Urban,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2605,No,Urban,Yes,1,30,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2606,Yes,Urban,Yes,1,49,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2607,No,Rural,No,8,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2608,Yes,Rural,Yes,6,36,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,2018,uniqueid_2609,Yes,Rural,Yes,4,60,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2610,Yes,Urban,Yes,2,34,Male,Head of Household,Dont know,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2611,No,Rural,Yes,3,18,Male,Child,Widowed,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2612,No,Rural,Yes,2,23,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2613,Yes,Urban,Yes,3,65,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2614,No,Rural,No,3,52,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2615,Yes,Rural,Yes,8,40,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2616,No,Rural,Yes,4,22,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_2617,Yes,Urban,Yes,5,48,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2618,No,Rural,No,9,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2619,No,Urban,Yes,1,38,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2620,No,Rural,Yes,5,46,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2621,Yes,Rural,Yes,6,57,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2622,No,Rural,Yes,4,55,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2623,No,Urban,Yes,5,54,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2624,No,Rural,Yes,7,33,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2625,No,Urban,Yes,2,30,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2626,No,Urban,Yes,9,48,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2627,No,Rural,Yes,3,24,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2628,No,Urban,Yes,4,80,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2629,No,Urban,Yes,3,25,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2630,No,Rural,No,4,27,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2631,Yes,Urban,Yes,4,58,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2632,No,Rural,Yes,1,33,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2633,No,Rural,Yes,8,40,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2634,Yes,Urban,Yes,1,38,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2635,Yes,Rural,Yes,5,40,Male,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2636,No,Rural,No,2,16,Male,Child,Divorced/Seperated,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2637,Yes,Rural,Yes,1,23,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2638,Yes,Rural,Yes,2,52,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2639,Yes,Rural,Yes,5,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2640,No,Rural,Yes,9,50,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2641,Yes,Rural,No,2,71,Male,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2642,No,Rural,Yes,3,26,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2643,No,Urban,Yes,1,32,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_2644,Yes,Urban,Yes,6,40,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2645,No,Urban,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2646,No,Urban,Yes,4,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2647,No,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2648,Yes,Urban,Yes,2,70,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2649,No,Rural,No,11,30,Male,Child,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2650,Yes,Urban,Yes,1,26,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2651,No,Rural,Yes,6,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2652,Yes,Urban,Yes,4,31,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2653,No,Urban,Yes,1,40,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2654,No,Rural,No,4,21,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2655,No,Rural,Yes,5,26,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2656,No,Rural,Yes,6,58,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2657,No,Urban,Yes,6,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2658,Yes,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2659,No,Rural,Yes,6,38,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2660,Yes,Rural,Yes,2,32,Female,Child,Single/Never Married,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2661,No,Urban,Yes,1,19,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2662,Yes,Urban,Yes,7,40,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_2663,Yes,Rural,Yes,1,26,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2664,Yes,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2665,Yes,Urban,Yes,9,45,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2666,No,Rural,No,2,90,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2667,No,Urban,Yes,1,26,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2668,No,Rural,No,6,32,Female,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2669,No,Rural,No,8,29,Female,Other relative,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2670,No,Rural,Yes,8,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2671,No,Urban,Yes,4,35,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2672,Yes,Urban,Yes,5,50,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2673,No,Rural,Yes,3,78,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2674,Yes,Rural,Yes,5,39,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2675,Yes,Rural,Yes,6,37,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2676,No,Rural,No,2,70,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2677,Yes,Urban,Yes,4,33,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2678,No,Rural,Yes,3,55,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2679,No,Rural,Yes,1,55,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2680,No,Rural,No,5,18,Female,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2681,No,Rural,Yes,4,57,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_2682,No,Urban,Yes,3,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2683,No,Rural,Yes,5,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2684,Yes,Urban,Yes,9,20,Male,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_2685,No,Rural,Yes,2,70,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2686,Yes,Urban,Yes,6,58,Female,Head of Household,Married/Living together,Tertiary education,Self employed
Kenya,2018,uniqueid_2687,Yes,Rural,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2688,No,Rural,No,1,83,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2689,No,Rural,No,2,67,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2690,Yes,Rural,Yes,8,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2691,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2692,No,Rural,No,5,25,Male,Other relative,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2693,No,Urban,Yes,5,35,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2694,Yes,Urban,Yes,1,26,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2695,No,Rural,Yes,3,60,Male,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2696,No,Rural,Yes,6,58,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2697,No,Rural,Yes,4,66,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2698,Yes,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
Kenya,2018,uniqueid_2699,Yes,Rural,Yes,4,58,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2700,No,Urban,Yes,1,24,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2701,Yes,Rural,Yes,1,22,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Government
Kenya,2018,uniqueid_2702,No,Urban,Yes,2,51,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2703,No,Rural,Yes,3,43,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2704,No,Rural,Yes,5,60,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2705,No,Urban,Yes,2,55,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2706,No,Rural,Yes,8,58,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2707,No,Rural,No,1,62,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2708,Yes,Rural,Yes,2,65,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2709,Yes,Urban,Yes,3,41,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2710,No,Urban,Yes,1,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2711,No,Rural,No,2,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2712,No,Rural,Yes,5,62,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2713,No,Rural,Yes,4,36,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2714,No,Rural,Yes,9,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2715,No,Rural,Yes,6,33,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2716,No,Rural,Yes,10,41,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2717,No,Rural,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2718,No,Urban,Yes,3,43,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_2719,Yes,Urban,Yes,5,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2720,No,Rural,Yes,5,39,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2721,Yes,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2722,No,Rural,No,9,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2723,No,Urban,Yes,4,41,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2724,No,Rural,Yes,5,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2725,No,Rural,Yes,4,20,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2726,No,Rural,Yes,5,36,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2727,Yes,Rural,Yes,10,40,Female,Child,Single/Never Married,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_2728,Yes,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Government
Kenya,2018,uniqueid_2729,No,Rural,Yes,3,52,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2730,No,Rural,Yes,1,30,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private
Kenya,2018,uniqueid_2731,No,Urban,Yes,7,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2732,Yes,Rural,Yes,6,33,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2733,No,Rural,Yes,4,31,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2734,Yes,Rural,Yes,7,76,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2735,No,Urban,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2736,No,Rural,Yes,6,25,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2737,No,Urban,Yes,2,66,Male,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2738,No,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2739,No,Rural,Yes,7,31,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2740,Yes,Urban,Yes,4,35,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2741,No,Rural,Yes,3,59,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2742,No,Rural,Yes,6,80,Male,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2743,No,Urban,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2744,Yes,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2745,No,Rural,No,6,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2746,No,Urban,No,2,21,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2747,No,Urban,No,4,63,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2748,Yes,Rural,Yes,5,20,Male,Child,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2749,No,Urban,Yes,7,35,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2750,No,Rural,Yes,7,28,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2751,No,Urban,Yes,5,30,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2752,No,Rural,No,7,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2753,Yes,Urban,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2754,No,Rural,Yes,1,39,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_2755,No,Rural,No,5,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2756,No,Rural,Yes,6,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2757,Yes,Urban,Yes,4,58,Male,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2758,No,Urban,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2759,No,Rural,Yes,4,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2760,No,Rural,Yes,3,16,Male,Other non-relatives,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2761,Yes,Urban,Yes,2,29,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2762,Yes,Urban,Yes,3,30,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2763,No,Rural,No,6,19,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2764,No,Rural,No,1,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2765,No,Urban,No,3,30,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2766,No,Rural,Yes,3,75,Female,Head of Household,Widowed,Primary education,Farming and Fishing
